"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"INFOBEAN","InfoBeans Techno. Ltd.","7(2)","Avinash Sethi","Promoters","Equity Shares","5947150","24.48",,"3200","1171200","Buy","Equity Shares","5950350","24.49","28-Mar-2024","28-Mar-2024","28-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","29-Mar-2024 14:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163202_1076284_29032024024059_WEB.xml"
"EMMBI","Emmbi Industries Limited","7(2)","KITEC INDUSTRIES (INDIA) PRIVATE LIMITED","Promoter Group","Equity Shares","30000","0.17",,"60000","5520843","Buy","Equity Shares","90000","0.51","28-Mar-2024","28-Mar-2024","28-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","29-Mar-2024 14:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163199_1076258_29032024021013_WEB.xml"
"AIAENG","AIA Engineering Limited","7(2)","Balkrishna Shah","Employees/Designated Employees","Equity Shares","35260","0.04",,"500","1941000","Sell","Equity Shares","34760","0.04","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 13:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163197_1076219_29032024012641_WEB.xml"
"AIAENG","AIA Engineering Limited","7(2)","Balkrishna Shah","Employees/Designated Employees","Equity Shares","34760","0.04",,"137","542000","Sell","Equity Shares","34623","0.04","28-Mar-2024","28-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 13:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163197_1076219_29032024012641_WEB.xml"
"UMA","Uma Converter Limited","7(2)","SUMERRAJ LODHA AND SONS HUF","Promoter Group","Equity Shares","596463","2.94",,"20000","503946","Buy","Equity Shares","616463","3.04","26-Mar-2024","26-Mar-2024","28-Mar-2023","Market Purchase","-","-","0","0","0","0","NSE","-","29-Mar-2024 13:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163195_1076214_29032024012452_WEB.xml"
"SAMBHAAV","Sambhaav Media Limited","7(2)","Manoj Vadodaria","Promoters","Equity Shares","20735376","10.85",,"3095000","0","Sell","Equity Shares","17640376","9.23","26-Mar-2024","26-Mar-2024","28-Mar-2024","Gift","-","-","0","0","0","0","NA","-","29-Mar-2024 12:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163193_1076159_29032024124818_WEB.xml"
"SAMBHAAV","Sambhaav Media Limited","7(2)","Kiran Vadodaria","Promoters","Equity Shares","33826935","17.7",,"3095000","0","Sell","Equity Shares","30731935","16.08","26-Mar-2024","26-Mar-2024","28-Mar-2024","Gift","-","-","0","0","0","0","NA","-","29-Mar-2024 12:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163193_1076159_29032024124818_WEB.xml"
"SAMBHAAV","Sambhaav Media Limited","7(2)","Kajal Vadodaria","Promoter Group","Equity Shares","700000","0.37",,"3095000","0","Buy","Equity Shares","3795000","1.99","26-Mar-2024","26-Mar-2024","28-Mar-2024","Gift","-","-","0","0","0","0","NA","-","29-Mar-2024 12:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163193_1076159_29032024124818_WEB.xml"
"SAMBHAAV","Sambhaav Media Limited","7(2)","Neha Vadodaria","Promoter Group","Equity Shares","Nil","0",,"3095000","0","Buy","Equity Shares","3095000","1.62","26-Mar-2024","26-Mar-2024","28-Mar-2024","Gift","-","-","0","0","0","0","NA","-","29-Mar-2024 12:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163193_1076159_29032024124818_WEB.xml"
"EXCELINDUS","Excel Industries Limited","7(2)","Anshul Amrish Bhatia","Promoters","Equity Shares","21616","0.17",,"0","0","Buy","Equity Shares","21616","0.17","29-Mar-2024","29-Mar-2024","29-Mar-2024","Off Market","-","-","0","0","0","0","NA","-","29-Mar-2024 12:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163191_1076145_29032024123847_WEB.xml"
"EXCELINDUS","Excel Industries Limited","7(2)","Amrish Sudhir Bhatia","Immediate relative","Equity Shares","21616","0.17",,"21616","0","Sell","Equity Shares","Nil","0","29-Mar-2024","29-Mar-2024","29-Mar-2024","Off Market","-","-","0","0","0","0","NA","-","29-Mar-2024 12:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163191_1076145_29032024123847_WEB.xml"
"ZYDUSLIFE","Zydus Lifesciences Limited","7(2)","DEVAL DHIRAJBHAI SHAH","Immediate relative","Equity Shares","292","0",,"292","293533","Pledge Revoke","Equity Shares","292","0","28-Mar-2024","28-Mar-2024","29-Mar-2024","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Mar-2024 12:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163189_1076141_29032024123744_WEB.xml"
"ZYDUSLIFE","Zydus Lifesciences Limited","7(2)","DEVAL DHIRAJBHAI SHAH","Immediate relative","Equity Shares","292","0",,"292","293939","Sell","Equity Shares","Nil","0","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 12:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163189_1076141_29032024123744_WEB.xml"
"UGARSUGAR","The Ugar Sugar Works Limited","7(2)","SHREEKANT VENKATARAMAN BHAT","Key Managerial Personnel","Equity Shares","1259","0",,"100","67","Buy","Equity Shares","1359","0","25-Mar-2024","28-Mar-2024","29-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","29-Mar-2024 12:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163187_1076130_29032024123301_WEB.xml"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","7(2)","Zuari Industries Limited (formerly Zuari Global Limited)","Promoters","Equity Shares","56964966","14.22",,"200000","68810000","Pledge","Equity Shares","56964966","14.22","22-Mar-2024","22-Mar-2024","27-Mar-2024","Pledge Creation","-","-","0","0","0","0","NA","-","29-Mar-2024 12:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163183_1076096_29032024121236_WEB.xml"
"AJANTPHARM","Ajanta Pharma Limited","7(2)","AAYUSH M AGRAWAL, TRUSTEE AAYUSH AGRAWAL TRUST","Promoters","Equity Shares","14237664","11.31",,"200000","436660000","Pledge","Equity Shares","14237664","11.31","27-Mar-2024","27-Mar-2024","28-Mar-2024","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Mar-2024 12:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163182_1076083_29032024120901_WEB.xml"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","Bharath U","Key Managerial Personnel","Equity Shares","13000","0.02",,"500","1136371","Sell","Equity Shares","12500","0.01","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","BSE","-","29-Mar-2024 11:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163179_1076061_29032024115448_WEB.xml"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","Bharath U","Key Managerial Personnel","Equity Shares","12500","0.01",,"1000","1930050","Buy","Equity Shares","13500","0.02","27-Mar-2024","27-Mar-2024","28-Mar-2024","ESOP","-","-","0","0","0","0","NA","-","29-Mar-2024 11:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163179_1076061_29032024115448_WEB.xml"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","Bharath U","Key Managerial Personnel","Equity Shares","13500","0.02",,"1000","2300000","Sell","Equity Shares","12500","0.01","28-Mar-2024","28-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 11:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163179_1076061_29032024115448_WEB.xml"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","Dibakar Jena","Employees/Designated Employees","Equity Shares","760","0",,"750","1676100","Sell","Equity Shares","10","0","07-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 11:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163179_1076061_29032024115448_WEB.xml"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","Bharath U","Key Managerial Personnel","Equity Shares","13250","0.02",,"250","559267","Sell","Equity Shares","13000","0.02","26-Mar-2024","26-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 11:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163179_1076061_29032024115448_WEB.xml"
"ETHOSLTD","Ethos Limited","7(2)","KDDL LIMITED","Promoters","Equity Shares","12003877","49.03",,"490000","1224490471","Sell","Equity Shares","11513877","47.03","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","BSE","-","29-Mar-2024 11:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163178_1076059_29032024115414_WEB.xml"
"ETHOSLTD","Ethos Limited","7(2)","MAHEN DISTRIBUTION LIMITED","Promoters","Equity Shares","1704606","6.96",,"40072","101883861","Sell","Equity Shares","1664534","6.8","26-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 11:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163178_1076059_29032024115414_WEB.xml"
"KRISHANA","Krishana Phoschem Limited","7(2)","OSTWAL PHOSCHEM ( INDIA) LIMITED","Promoters","Equity Shares","41058764","66.41",,"39764","9911097","Buy","Equity Shares","41098528","66.47","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","29-Mar-2024 11:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163175_1076030_29032024113823_WEB.xml"
"ADSL","Allied Digital Services Limited","7(2)","Hubert Wong","Employees/Designated Employees","Equity Shares","12500","0.02",,"12500","1757152","Sell","Equity Shares","Nil","0","27-Mar-2024","27-Mar-2024","28-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 10:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163173_1075980_29032024105524_WEB.xml"
"REXPIPES","Rex Pipes And Cables Industries Limited","7(2)","MR. SHARWAN KUMAR KALER","Promoters","Equity Shares","1864500","19.73",,"2000","117400","Buy","Equity Shares","1866500","19.75","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Purchase","-","-","0","0","0","0","NSE","-","29-Mar-2024 10:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163171_1075976_29032024104750_WEB.xml"
"ZYDUSLIFE","Zydus Lifesciences Limited","7(2)","ZYDUS FAMILY TRUST","Promoters","Equity Shares","754353343","74.97",,"10000","10066755","Sell","Equity Shares","754343343","74.97","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","BSE","-","29-Mar-2024 09:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163169_1075957_29032024093948_WEB.xml"
"ZYDUSLIFE","Zydus Lifesciences Limited","7(2)","ZYDUS FAMILY TRUST","Promoters","Equity Shares","754343343","74.97",,"30000","30318581","Sell","Equity Shares","754313343","74.96","28-Mar-2024","28-Mar-2024","29-Mar-2024","Market Sale","-","-","0","0","0","0","NSE","-","29-Mar-2024 09:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163169_1075957_29032024093948_WEB.xml"
"FAZE3Q","Faze Three Limited","7(2)","Sanjay Anand","Promoter Group","Equity Shares","1017420","4.18",,"136394","0","Sell","Equity Shares","881026","3.62","27-Mar-2024","27-Mar-2024","28-Mar-2024","Gift","-","-","0","0","0","0","NA","-","29-Mar-2024 09:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163167_1075953_29032024091436_WEB.xml"
"FAZE3Q","Faze Three Limited","7(2)","Ajay Anand","Promoters","Equity Shares","7730812","31.79",,"136394","0","Buy","Equity Shares","7867206","32.35","27-Mar-2024","27-Mar-2024","28-Mar-2024","Gift","-","-","0","0","0","0","NA","-","29-Mar-2024 09:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1163167_1075953_29032024091436_WEB.xml"
